,observer,date,bird.id,lower.cam.id,upper.cam.id,tree.sp,n.fruits.init,n.fruits.final,fruit.location,n.trees.collected,time.fruit.added,time.first.consumed,time.last.consumed,time.fruit.removed,time.paper1.removed,time.paper2.removed,time.paper3.removed,pile.id,n.seeds.pile,time.pile,handling.method,notes,bird.sp,mid,gpt
397,jb,20160709,mist10,ebl2,NA,melano,8,0,laolao,3,1899-12-31 09:03:00,1899-12-31 09:04:00,1899-12-31 09:06:00,1899-12-31 09:14:00,NA,NA,NA,c,1,1899-12-31 09:58:00,passed,visual observation,mist,1,53.98333333
398,jb,20160709,mist10,ebl2,NA,melano,8,0,laolao,3,1899-12-31 09:03:00,1899-12-31 09:04:00,1899-12-31 09:06:00,1899-12-31 09:14:00,NA,NA,NA,i,1,1899-12-31 10:02:00,passed,visual observation,mist,1,57.98333333
399,jb,20160709,mist10,ebl2,NA,melano,8,0,laolao,3,1899-12-31 09:03:00,1899-12-31 09:04:00,1899-12-31 09:06:00,1899-12-31 09:14:00,NA,NA,NA,c,1,1899-12-31 10:07:00,passed,visual observation,mist,1,62.98333333
400,jb,20160709,mist11,ebl2,NA,melano,8,0,laolao,3,1899-12-31 09:03:00,1899-12-31 09:04:00,1899-12-31 09:06:00,1899-12-31 09:14:00,NA,NA,NA,c,1,1899-12-31 10:08:00,passed,visual observation,mist,1,63.98333333
401,jb,20160709,mist11,ebl3,NA,melano,8,2,laolao,3,1899-12-31 09:12:00,1899-12-31 09:12:00,1899-12-31 09:16:00,1899-12-31 09:22:00,NA,NA,NA,b,1,1899-12-31 09:49:00,passed,visual observation,mist,2,36.96666667
402,jb,20160709,mist11,ebl3,NA,melano,8,2,laolao,3,1899-12-31 09:12:00,1899-12-31 09:12:00,1899-12-31 09:16:00,1899-12-31 09:22:00,NA,NA,NA,a,1,1899-12-31 09:53:00,passed,visual observation,mist,2,40.96666667
403,jb,20160709,mist11,ebl3,NA,melano,8,2,laolao,3,1899-12-31 09:12:00,1899-12-31 09:12:00,1899-12-31 09:16:00,1899-12-31 09:22:00,NA,NA,NA,b,1,1899-12-31 09:56:00,passed,visual observation,mist,2,43.96666667
404,jb,20160709,mist11,ebl3,NA,melano,8,2,laolao,3,1899-12-31 09:12:00,1899-12-31 09:12:00,1899-12-31 09:16:00,1899-12-31 09:22:00,NA,NA,NA,f,1,1899-12-31 10:00:00,passed,visual observation,mist,2,47.96666667
405,jb,20160709,mist11,ebl3,NA,melano,8,2,laolao,3,1899-12-31 09:12:00,1899-12-31 09:12:00,1899-12-31 09:16:00,1899-12-31 09:22:00,NA,NA,NA,f,1,1899-12-31 10:01:00,passed,visual observation,mist,2,48.96666667
406,jb,20160709,mist11,ebl3,NA,melano,8,2,laolao,3,1899-12-31 09:12:00,1899-12-31 09:12:00,1899-12-31 09:16:00,1899-12-31 09:22:00,NA,NA,NA,b,1,1899-12-31 10:05:00,passed,visual observation,mist,2,52.96666667
407,jb,20160710,mist10,ebl6,NA,triphasia,12,0,rota,6,NA,1899-12-31 09:07:00,1899-12-31 09:09:00,NA,NA,NA,NA,c,1,1899-12-31 09:28:00,passed,NA,mist,1,20.98333333
408,jb,20160710,mist10,ebl6,NA,triphasia,12,0,rota,6,NA,1899-12-31 09:07:00,1899-12-31 09:09:00,NA,NA,NA,NA,c,1,1899-12-31 09:31:00,passed,NA,mist,1,23.98333333
409,jb,20160710,mist10,ebl6,NA,triphasia,12,0,rota,6,NA,1899-12-31 09:07:00,1899-12-31 09:09:00,NA,NA,NA,NA,e,1,1899-12-31 09:31:00,passed,NA,mist,1,23.98333333
410,jb,20160710,mist10,ebl6,NA,triphasia,12,0,rota,6,NA,1899-12-31 09:07:00,1899-12-31 09:09:00,NA,NA,NA,NA,q,1,1899-12-31 09:33:00,passed,NA,mist,1,25.98333333
411,jb,20160710,mist10,ebl6,NA,triphasia,12,0,rota,6,NA,1899-12-31 09:07:00,1899-12-31 09:09:00,NA,NA,NA,NA,c,1,1899-12-31 09:36:00,passed,NA,mist,1,28.98333333
96,jb,20160710,mist10,ebl6,NA,triphasia,12,0,rota,6,NA,1899-12-31 09:07:00,1899-12-31 09:09:00,NA,NA,NA,NA,m,1,1899-12-31 09:36:00,passed,NA,mist,1,28.98333333
413,jb,20160710,mist10,ebl6,NA,triphasia,12,0,rota,6,NA,1899-12-31 09:07:00,1899-12-31 09:09:00,NA,NA,NA,NA,i,1,1899-12-31 10:02:00,passed,NA,mist,1,54.98333333
414,jb,20160710,mist10,ebl6,NA,triphasia,12,0,rota,6,NA,1899-12-31 09:07:00,1899-12-31 09:09:00,NA,NA,NA,NA,k,1,1899-12-31 10:06:00,passed,NA,mist,1,58.98333333
415,jb,20160710,mist10,ebl6,NA,triphasia,12,0,rota,6,NA,1899-12-31 09:07:00,1899-12-31 09:09:00,NA,NA,NA,NA,l,1,1899-12-31 10:16:00,passed,NA,mist,1,68.98333333
416,jb,20160710,mist10,ebl6,NA,triphasia,12,0,rota,6,NA,1899-12-31 09:07:00,1899-12-31 09:09:00,NA,NA,NA,NA,k/l,1,1899-12-31 10:19:00,passed,NA,mist,1,71.98333333
417,jb,20160710,mist10,ebl6,NA,triphasia,12,0,rota,6,NA,1899-12-31 09:07:00,1899-12-31 09:09:00,NA,NA,NA,NA,c,2,1899-12-31 10:20:00,passed,NA,mist,1,72.98333333
417.1,jb,20160710,mist10,ebl6,NA,triphasia,12,0,rota,6,NA,1899-12-31 09:07:00,1899-12-31 09:09:00,NA,NA,NA,NA,c,2,1899-12-31 10:20:00,passed,NA,mist,1,72.98333333
418,jb,20160710,mist11,ebl5,NA,triphasia,12,0,rota,6,NA,1899-12-31 09:11:00,1899-12-31 09:13:00,NA,NA,NA,NA,w,2,1899-12-31 09:27:00,passed,NA,mist,1,15.98333333
418.1,jb,20160710,mist11,ebl5,NA,triphasia,12,0,rota,6,NA,1899-12-31 09:11:00,1899-12-31 09:13:00,NA,NA,NA,NA,w,2,1899-12-31 09:27:00,passed,NA,mist,1,15.98333333
419,jb,20160710,mist11,ebl5,NA,triphasia,12,0,rota,6,NA,1899-12-31 09:11:00,1899-12-31 09:13:00,NA,NA,NA,NA,o,2,1899-12-31 09:34:00,passed,NA,mist,1,22.98333333
419.1,jb,20160710,mist11,ebl5,NA,triphasia,12,0,rota,6,NA,1899-12-31 09:11:00,1899-12-31 09:13:00,NA,NA,NA,NA,o,2,1899-12-31 09:34:00,passed,NA,mist,1,22.98333333
420,jb,20160710,mist11,ebl5,NA,triphasia,12,0,rota,6,NA,1899-12-31 09:11:00,1899-12-31 09:13:00,NA,NA,NA,NA,i,1,1899-12-31 09:34:00,passed,NA,mist,1,22.98333333
421,jb,20160710,mist11,ebl5,NA,triphasia,12,0,rota,6,NA,1899-12-31 09:11:00,1899-12-31 09:13:00,NA,NA,NA,NA,o,1,1899-12-31 09:35:00,passed,NA,mist,1,23.98333333
422,jb,20160710,mist11,ebl5,NA,triphasia,12,0,rota,6,NA,1899-12-31 09:11:00,1899-12-31 09:13:00,NA,NA,NA,NA,r,1,1899-12-31 09:39:00,passed,NA,mist,1,27.98333333
423,jb,20160710,mist11,ebl5,NA,triphasia,12,0,rota,6,NA,1899-12-31 09:11:00,1899-12-31 09:13:00,NA,NA,NA,NA,k,1,1899-12-31 09:43:00,passed,NA,mist,1,31.98333333
424,jb,20160710,mist11,ebl5,NA,triphasia,12,0,rota,6,NA,1899-12-31 09:11:00,1899-12-31 09:13:00,NA,NA,NA,NA,n,1,1899-12-31 09:48:00,passed,NA,mist,1,36.98333333
425,jb,20160710,mist11,ebl5,NA,triphasia,12,0,rota,6,NA,1899-12-31 09:11:00,1899-12-31 09:13:00,NA,NA,NA,NA,r,1,1899-12-31 09:49:00,passed,NA,mist,1,37.98333333
426,jb,20160710,mist11,ebl5,NA,triphasia,12,0,rota,6,NA,1899-12-31 09:11:00,1899-12-31 09:13:00,NA,NA,NA,NA,x,1,1899-12-31 09:41:00,passed,NA,mist,1,29.98333333
427,jb,20160710,mist11,ebl5,NA,triphasia,12,0,rota,6,NA,1899-12-31 09:11:00,1899-12-31 09:13:00,NA,NA,NA,NA,l,1,1899-12-31 10:04:00,passed,NA,mist,1,52.98333333
428,jb,20160710,mist12,ebl5,NA,triphasia,12,0,rota,6,NA,1899-12-31 09:22:00,1899-12-31 09:24:00,NA,NA,NA,NA,d,2,1899-12-31 09:47:00,passed,NA,mist,1,24.98333333
428.1,jb,20160710,mist12,ebl5,NA,triphasia,12,0,rota,6,NA,1899-12-31 09:22:00,1899-12-31 09:24:00,NA,NA,NA,NA,d,2,1899-12-31 09:47:00,passed,NA,mist,1,24.98333333
429,jb,20160710,mist12,ebl5,NA,triphasia,12,0,rota,6,NA,1899-12-31 09:22:00,1899-12-31 09:24:00,NA,NA,NA,NA,e,1,1899-12-31 09:46:00,passed,NA,mist,1,23.98333333
430,jb,20160710,mist12,ebl5,NA,triphasia,12,0,rota,6,NA,1899-12-31 09:22:00,1899-12-31 09:24:00,NA,NA,NA,NA,k,1,1899-12-31 09:53:00,passed,NA,mist,1,30.98333333
431,jb,20160710,mist12,ebl5,NA,triphasia,12,0,rota,6,NA,1899-12-31 09:22:00,1899-12-31 09:24:00,NA,NA,NA,NA,h,1,1899-12-31 09:54:00,passed,NA,mist,1,31.98333333
432,jb,20160710,mist12,ebl5,NA,triphasia,12,0,rota,6,NA,1899-12-31 09:22:00,1899-12-31 09:24:00,NA,NA,NA,NA,e,2,1899-12-31 10:01:00,passed,NA,mist,1,38.98333333
432.1,jb,20160710,mist12,ebl5,NA,triphasia,12,0,rota,6,NA,1899-12-31 09:22:00,1899-12-31 09:24:00,NA,NA,NA,NA,e,2,1899-12-31 10:01:00,passed,NA,mist,1,38.98333333
433,jb,20160710,mist12,ebl5,NA,triphasia,12,0,rota,6,NA,1899-12-31 09:22:00,1899-12-31 09:24:00,NA,NA,NA,NA,h,1,1899-12-31 10:01:00,passed,NA,mist,1,38.98333333
434,jb,20160710,mist12,ebl5,NA,triphasia,12,0,rota,6,NA,1899-12-31 09:22:00,1899-12-31 09:24:00,NA,NA,NA,NA,i,1,1899-12-31 10:06:00,passed,NA,mist,1,43.98333333
435,jb,20160710,mist12,ebl5,NA,triphasia,12,0,rota,6,NA,1899-12-31 09:22:00,1899-12-31 09:24:00,NA,NA,NA,NA,a,2,1899-12-31 10:13:00,passed,NA,mist,1,50.98333333
435.1,jb,20160710,mist12,ebl5,NA,triphasia,12,0,rota,6,NA,1899-12-31 09:22:00,1899-12-31 09:24:00,NA,NA,NA,NA,a,2,1899-12-31 10:13:00,passed,NA,mist,1,50.98333333
436,jb,20160710,mist12,ebl5,NA,triphasia,12,0,rota,6,NA,1899-12-31 09:22:00,1899-12-31 09:24:00,NA,NA,NA,NA,f,1,1899-12-31 10:16:00,passed,NA,mist,1,53.98333333
437,jb,20160710,mist10,ebl6,NA,triphasia,6,4,rota,6,1899-12-31 08:04:00,1899-12-31 08:05:00,1899-12-31 08:06:00,1899-12-31 08:15:00,NA,NA,NA,c,1,1899-12-31 08:34:00,passed,NA,mist,0.5,28.99166667
438,jb,20160710,mist10,ebl6,NA,triphasia,6,4,rota,6,1899-12-31 08:04:00,1899-12-31 08:05:00,1899-12-31 08:06:00,1899-12-31 08:15:00,NA,NA,NA,c,1,1899-12-31 08:34:00,passed,NA,mist,0.5,28.99166667
439,jb,20160710,mafd5,ebl3,NA,triphasia,12,0,rota,6,NA,1899-12-31 08:43:00,1899-12-31 08:45:00,NA,NA,NA,NA,f,1,1899-12-31 09:15:00,passed,NA,mafd,1,31.98333333
440,jb,20160710,mafd5,ebl3,NA,triphasia,12,0,rota,6,NA,1899-12-31 08:43:00,1899-12-31 08:45:00,NA,NA,NA,NA,f,1,1899-12-31 09:15:00,passed,NA,mafd,1,31.98333333
441,jb,20160710,mafd5,ebl3,NA,triphasia,12,0,rota,6,NA,1899-12-31 08:43:00,1899-12-31 08:45:00,NA,NA,NA,NA,f,1,1899-12-31 09:18:00,passed,NA,mafd,1,34.98333333
442,jb,20160710,mafd5,ebl3,NA,triphasia,12,0,rota,6,NA,1899-12-31 08:43:00,1899-12-31 08:45:00,NA,NA,NA,NA,o,1,1899-12-31 09:21:00,passed,NA,mafd,1,37.98333333
443,jb,20160710,mafd5,ebl3,NA,triphasia,12,0,rota,6,NA,1899-12-31 08:43:00,1899-12-31 08:45:00,NA,NA,NA,NA,off grid,2,1899-12-31 09:21:00,passed,NA,mafd,1,37.98333333
443.1,jb,20160710,mafd5,ebl3,NA,triphasia,12,0,rota,6,NA,1899-12-31 08:43:00,1899-12-31 08:45:00,NA,NA,NA,NA,off grid,2,1899-12-31 09:21:00,passed,NA,mafd,1,37.98333333
444,jb,20160710,mafd5,ebl3,NA,triphasia,12,0,rota,6,NA,1899-12-31 08:43:00,1899-12-31 08:45:00,NA,NA,NA,NA,f,1,1899-12-31 09:22:00,passed,NA,mafd,1,38.98333333
445,jb,20160710,mafd5,ebl3,NA,triphasia,12,0,rota,6,NA,1899-12-31 08:43:00,1899-12-31 08:45:00,NA,NA,NA,NA,h,1,1899-12-31 09:27:00,passed,NA,mafd,1,43.98333333
446,jb,20160710,mafd5,ebl3,NA,triphasia,12,0,rota,6,NA,1899-12-31 08:43:00,1899-12-31 08:45:00,NA,NA,NA,NA,l/o,1,1899-12-31 09:27:00,passed,NA,mafd,1,43.98333333
447,jb,20160710,mafd5,ebl3,NA,triphasia,12,0,rota,6,NA,1899-12-31 08:43:00,1899-12-31 08:45:00,NA,NA,NA,NA,q,1,1899-12-31 09:27:00,passed,NA,mafd,1,43.98333333
448,jb,20160710,mafd5,ebl3,NA,triphasia,12,0,rota,6,NA,1899-12-31 08:43:00,1899-12-31 08:45:00,NA,NA,NA,NA,off grid,1,1899-12-31 09:27:00,passed,NA,mafd,1,43.98333333
449,jb,20160710,mafd5,ebl3,NA,triphasia,12,0,rota,6,NA,1899-12-31 08:43:00,1899-12-31 08:45:00,NA,NA,NA,NA,j,1,1899-12-31 09:24:00,passed,NA,mafd,1,40.98333333
450,jb,20160710,mafd6,ebl2,NA,triphasia,12,0,rota,6,NA,1899-12-31 08:37:00,1899-12-31 08:38:00,NA,NA,NA,NA,b,1,1899-12-31 09:06:00,passed,NA,mafd,0.5,28.99166667
451,jb,20160710,mafd6,ebl2,NA,triphasia,12,0,rota,6,NA,1899-12-31 08:37:00,1899-12-31 08:38:00,NA,NA,NA,NA,c,1,1899-12-31 09:06:00,passed,NA,mafd,0.5,28.99166667
452,jb,20160710,mafd6,ebl2,NA,triphasia,12,0,rota,6,NA,1899-12-31 08:37:00,1899-12-31 08:38:00,NA,NA,NA,NA,j,1,1899-12-31 09:07:00,passed,NA,mafd,0.5,29.99166667
453,jb,20160710,mafd6,ebl2,NA,triphasia,12,0,rota,6,NA,1899-12-31 08:37:00,1899-12-31 08:38:00,NA,NA,NA,NA,l,1,1899-12-31 09:07:00,passed,NA,mafd,0.5,29.99166667
454,jb,20160710,mafd6,ebl2,NA,triphasia,12,0,rota,6,NA,1899-12-31 08:37:00,1899-12-31 08:38:00,NA,NA,NA,NA,a,2,1899-12-31 09:09:00,passed,NA,mafd,0.5,31.99166667
454.1,jb,20160710,mafd6,ebl2,NA,triphasia,12,0,rota,6,NA,1899-12-31 08:37:00,1899-12-31 08:38:00,NA,NA,NA,NA,a,2,1899-12-31 09:09:00,passed,NA,mafd,0.5,31.99166667
455,jb,20160710,mafd6,ebl2,NA,triphasia,12,0,rota,6,NA,1899-12-31 08:37:00,1899-12-31 08:38:00,NA,NA,NA,NA,k,2,1899-12-31 09:07:00,passed,NA,mafd,0.5,29.99166667
455.1,jb,20160710,mafd6,ebl2,NA,triphasia,12,0,rota,6,NA,1899-12-31 08:37:00,1899-12-31 08:38:00,NA,NA,NA,NA,k,2,1899-12-31 09:07:00,passed,NA,mafd,0.5,29.99166667
456,jb,20160710,mafd6,ebl2,NA,triphasia,12,0,rota,6,NA,1899-12-31 08:37:00,1899-12-31 08:38:00,NA,NA,NA,NA,c,1,1899-12-31 09:14:00,passed,NA,mafd,0.5,36.99166667
457,jb,20160710,mafd6,ebl2,NA,triphasia,12,0,rota,6,NA,1899-12-31 08:37:00,1899-12-31 08:38:00,NA,NA,NA,NA,e,1,1899-12-31 09:28:00,passed,NA,mafd,0.5,50.99166667
458,jb,20160710,mafd6,ebl2,NA,triphasia,12,0,rota,6,NA,1899-12-31 08:37:00,1899-12-31 08:38:00,NA,NA,NA,NA,c,1,1899-12-31 09:30:00,passed,NA,mafd,0.5,52.99166667
459,jb,20160710,mafd6,ebl2,NA,triphasia,12,0,rota,6,NA,1899-12-31 08:37:00,1899-12-31 08:38:00,NA,NA,NA,NA,f,1,1899-12-31 09:30:00,passed,NA,mafd,0.5,52.99166667
460,jb,20160710,mafd7,ebl1,NA,triphasia,12,0,rota,6,NA,1899-12-31 08:31:00,1899-12-31 08:32:00,NA,NA,NA,NA,n,1,1899-12-31 08:56:00,passed,NA,mafd,0.5,24.99166667
461,jb,20160710,mafd7,ebl1,NA,triphasia,12,0,rota,6,NA,1899-12-31 08:31:00,1899-12-31 08:32:00,NA,NA,NA,NA,a,1,1899-12-31 09:06:00,passed,NA,mafd,0.5,34.99166667
462,jb,20160710,mafd7,ebl1,NA,triphasia,12,0,rota,6,NA,1899-12-31 08:31:00,1899-12-31 08:32:00,NA,NA,NA,NA,j,1,1899-12-31 09:03:00,passed,NA,mafd,0.5,31.99166667
463,jb,20160710,mafd7,ebl1,NA,triphasia,12,0,rota,6,NA,1899-12-31 08:31:00,1899-12-31 08:32:00,NA,NA,NA,NA,e,1,1899-12-31 09:16:00,passed,NA,mafd,0.5,44.99166667
464,jb,20160710,mafd7,ebl1,NA,triphasia,12,0,rota,6,NA,1899-12-31 08:31:00,1899-12-31 08:32:00,NA,NA,NA,NA,f,2,1899-12-31 09:16:00,passed,NA,mafd,0.5,44.99166667
464.1,jb,20160710,mafd7,ebl1,NA,triphasia,12,0,rota,6,NA,1899-12-31 08:31:00,1899-12-31 08:32:00,NA,NA,NA,NA,f,2,1899-12-31 09:16:00,passed,NA,mafd,0.5,44.99166667
465,jb,20160710,mafd7,ebl1,NA,triphasia,12,0,rota,6,NA,1899-12-31 08:31:00,1899-12-31 08:32:00,NA,NA,NA,NA,f,1,1899-12-31 09:22:00,passed,NA,mafd,0.5,50.99166667
466,jb,20160710,mafd7,ebl1,NA,triphasia,12,0,rota,6,NA,1899-12-31 08:31:00,1899-12-31 08:32:00,NA,NA,NA,NA,b,1,1899-12-31 09:31:00,passed,NA,mafd,0.5,59.99166667
467,jb,20160710,mafd7,ebl1,NA,triphasia,12,0,rota,6,NA,1899-12-31 08:31:00,1899-12-31 08:32:00,NA,NA,NA,NA,a,2,1899-12-31 09:31:00,passed,NA,mafd,0.5,59.99166667
467.1,jb,20160710,mafd7,ebl1,NA,triphasia,12,0,rota,6,NA,1899-12-31 08:31:00,1899-12-31 08:32:00,NA,NA,NA,NA,a,2,1899-12-31 09:31:00,passed,NA,mafd,0.5,59.99166667
468,jb,20160710,mafd7,ebl1,NA,triphasia,12,0,rota,6,NA,1899-12-31 08:31:00,1899-12-31 08:32:00,NA,NA,NA,NA,f,1,1899-12-31 09:35:00,passed,NA,mafd,0.5,63.99166667
469,jb,20160710,mafd7,ebl1,NA,triphasia,12,0,rota,6,NA,1899-12-31 08:31:00,1899-12-31 08:32:00,NA,NA,NA,NA,f,1,1899-12-31 09:36:00,passed,NA,mafd,0.5,64.99166667
470,jb,20160711,mist10,ebl2,NA,discocaylx,16,15,rota,5,1899-12-31 07:25:00,1899-12-31 07:47:00,1899-12-31 07:47:00,1899-12-31 07:57:00,NA,NA,NA,f,1,1899-12-31 08:28:00,passed,NA,mist,0,41
471,jb,20160711,mist11,ebl3,NA,discocaylx,16,12,rota,5,1899-12-31 07:40:00,1899-12-31 07:53:00,1899-12-31 07:57:00,1899-12-31 08:03:00,NA,NA,NA,d,1,1899-12-31 08:12:00,passed,NA,mist,2,18.96666667
472,jb,20160711,mist11,ebl3,NA,discocaylx,16,12,rota,5,1899-12-31 07:40:00,1899-12-31 07:53:00,1899-12-31 07:57:00,1899-12-31 08:03:00,NA,NA,NA,h,1,1899-12-31 08:20:00,passed,NA,mist,2,26.96666667
473,jb,20160711,mist11,ebl3,NA,discocaylx,16,12,rota,5,1899-12-31 07:40:00,1899-12-31 07:53:00,1899-12-31 07:57:00,1899-12-31 08:03:00,NA,NA,NA,f,2,1899-12-31 08:25:00,passed,NA,mist,2,31.96666667
473.1,jb,20160711,mist11,ebl3,NA,discocaylx,16,12,rota,5,1899-12-31 07:40:00,1899-12-31 07:53:00,1899-12-31 07:57:00,1899-12-31 08:03:00,NA,NA,NA,f,2,1899-12-31 08:25:00,passed,NA,mist,2,31.96666667
474,jb,20160712,mist11,ebl5,NA,discocaylx,12,0,rota,5,NA,1899-12-31 07:45:00,1899-12-31 07:47:00,NA,NA,NA,NA,m,1,1899-12-31 07:59:00,passed,NA,mist,1,13.98333333
475,jb,20160712,mist11,ebl5,NA,discocaylx,12,0,rota,5,NA,1899-12-31 07:45:00,1899-12-31 07:47:00,NA,NA,NA,NA,m,1,1899-12-31 08:11:00,passed,NA,mist,1,25.98333333
476,jb,20160712,mist11,ebl5,NA,discocaylx,12,0,rota,5,NA,1899-12-31 07:45:00,1899-12-31 07:47:00,NA,NA,NA,NA,q,1,1899-12-31 08:11:00,passed,NA,mist,1,25.98333333
477,jb,20160712,mist11,ebl5,NA,discocaylx,12,0,rota,5,NA,1899-12-31 07:45:00,1899-12-31 07:47:00,NA,NA,NA,NA,q,1,1899-12-31 08:13:00,passed,NA,mist,1,27.98333333
478,jb,20160712,mist11,ebl5,NA,discocaylx,12,0,rota,5,NA,1899-12-31 07:45:00,1899-12-31 07:47:00,NA,NA,NA,NA,q,1,1899-12-31 08:14:00,passed,NA,mist,1,28.98333333
479,jb,20160712,mist11,ebl5,NA,discocaylx,12,0,rota,5,NA,1899-12-31 07:45:00,1899-12-31 07:47:00,NA,NA,NA,NA,n,1,1899-12-31 08:15:00,passed,NA,mist,1,29.98333333
480,jb,20160712,mist11,ebl5,NA,discocaylx,12,0,rota,5,NA,1899-12-31 07:45:00,1899-12-31 07:47:00,NA,NA,NA,NA,q,1,1899-12-31 08:15:00,passed,NA,mist,1,29.98333333
481,jb,20160712,mist11,ebl5,NA,discocaylx,12,0,rota,5,NA,1899-12-31 07:45:00,1899-12-31 07:47:00,NA,NA,NA,NA,c,1,1899-12-31 08:16:00,passed,NA,mist,1,30.98333333
482,jb,20160712,mist11,ebl5,NA,discocaylx,12,0,rota,5,NA,1899-12-31 07:45:00,1899-12-31 07:47:00,NA,NA,NA,NA,c,1,1899-12-31 08:16:00,passed,NA,mist,1,30.98333333
483,jb,20160712,mist11,ebl5,NA,discocaylx,12,0,rota,5,NA,1899-12-31 07:45:00,1899-12-31 07:47:00,NA,NA,NA,NA,k,1,1899-12-31 08:16:00,passed,NA,mist,1,30.98333333
484,jb,20160712,mist11,ebl5,NA,discocaylx,12,0,rota,5,NA,1899-12-31 07:45:00,1899-12-31 07:47:00,NA,NA,NA,NA,c,2,1899-12-31 08:29:00,passed,NA,mist,1,43.98333333
484.1,jb,20160712,mist11,ebl5,NA,discocaylx,12,0,rota,5,NA,1899-12-31 07:45:00,1899-12-31 07:47:00,NA,NA,NA,NA,c,2,1899-12-31 08:29:00,passed,NA,mist,1,43.98333333
485,jb,20160712,mist12,ebl6,NA,discocaylx,12,0,rota,5,NA,1899-12-31 07:51:00,1899-12-31 07:53:00,NA,NA,NA,NA,c,2,1899-12-31 08:22:00,passed,short paper,mist,1,30.98333333
485.1,jb,20160712,mist12,ebl6,NA,discocaylx,12,0,rota,5,NA,1899-12-31 07:51:00,1899-12-31 07:53:00,NA,NA,NA,NA,c,2,1899-12-31 08:22:00,passed,short paper,mist,1,30.98333333
486,jb,20160712,mist12,ebl6,NA,discocaylx,12,0,rota,5,NA,1899-12-31 07:51:00,1899-12-31 07:53:00,NA,NA,NA,NA,b,2,1899-12-31 08:24:00,passed,NA,mist,1,32.98333333
486.1,jb,20160712,mist12,ebl6,NA,discocaylx,12,0,rota,5,NA,1899-12-31 07:51:00,1899-12-31 07:53:00,NA,NA,NA,NA,b,2,1899-12-31 08:24:00,passed,NA,mist,1,32.98333333
487,jb,20160712,mist12,ebl6,NA,discocaylx,12,0,rota,5,NA,1899-12-31 07:51:00,1899-12-31 07:53:00,NA,NA,NA,NA,c,1,1899-12-31 08:25:00,passed,NA,mist,1,33.98333333
488,jb,20160712,mist12,ebl6,NA,discocaylx,12,0,rota,5,NA,1899-12-31 07:51:00,1899-12-31 07:53:00,NA,NA,NA,NA,c,1,1899-12-31 08:28:00,passed,NA,mist,1,36.98333333
489,jb,20160712,mist12,ebl6,NA,discocaylx,12,0,rota,5,NA,1899-12-31 07:51:00,1899-12-31 07:53:00,NA,NA,NA,NA,b,1,1899-12-31 08:37:00,passed,NA,mist,1,45.98333333
490,jb,20160712,mist12,ebl6,NA,discocaylx,12,0,rota,5,NA,1899-12-31 07:51:00,1899-12-31 07:53:00,NA,NA,NA,NA,e,2,1899-12-31 08:40:00,passed,NA,mist,1,48.98333333
490.1,jb,20160712,mist12,ebl6,NA,discocaylx,12,0,rota,5,NA,1899-12-31 07:51:00,1899-12-31 07:53:00,NA,NA,NA,NA,e,2,1899-12-31 08:40:00,passed,NA,mist,1,48.98333333
491,jb,20160712,mist12,ebl6,NA,discocaylx,12,0,rota,5,NA,1899-12-31 07:51:00,1899-12-31 07:53:00,NA,NA,NA,NA,f,1,1899-12-31 08:45:00,passed,NA,mist,1,53.98333333
492,jb,20160712,mist12,ebl6,NA,discocaylx,12,0,rota,5,NA,1899-12-31 07:51:00,1899-12-31 07:53:00,NA,NA,NA,NA,b,1,1899-12-31 08:54:00,passed,NA,mist,1,62.98333333
493,jb,20160712,mist12,ebl6,NA,discocaylx,12,0,rota,5,NA,1899-12-31 07:51:00,1899-12-31 07:53:00,NA,NA,NA,NA,f,1,1899-12-31 08:55:00,passed,NA,mist,1,63.98333333
494,jb,20160712,mafd5,ebl1,NA,triphasia,12,0,rota,6,NA,1899-12-31 07:14:00,1899-12-31 07:17:00,NA,NA,NA,NA,e,2,1899-12-31 07:49:00,passed,NA,mafd,1.5,34.975
494.1,jb,20160712,mafd5,ebl1,NA,triphasia,12,0,rota,6,NA,1899-12-31 07:14:00,1899-12-31 07:17:00,NA,NA,NA,NA,e,2,1899-12-31 07:49:00,passed,NA,mafd,1.5,34.975
495,jb,20160712,mafd5,ebl1,NA,triphasia,12,0,rota,6,NA,1899-12-31 07:14:00,1899-12-31 07:17:00,NA,NA,NA,NA,c,2,1899-12-31 07:50:00,passed,NA,mafd,1.5,35.975
495.1,jb,20160712,mafd5,ebl1,NA,triphasia,12,0,rota,6,NA,1899-12-31 07:14:00,1899-12-31 07:17:00,NA,NA,NA,NA,c,2,1899-12-31 07:50:00,passed,NA,mafd,1.5,35.975
496,jb,20160712,mafd5,ebl1,NA,triphasia,12,0,rota,6,NA,1899-12-31 07:14:00,1899-12-31 07:17:00,NA,NA,NA,NA,c,2,1899-12-31 07:51:00,passed,NA,mafd,1.5,36.975
496.1,jb,20160712,mafd5,ebl1,NA,triphasia,12,0,rota,6,NA,1899-12-31 07:14:00,1899-12-31 07:17:00,NA,NA,NA,NA,c,2,1899-12-31 07:51:00,passed,NA,mafd,1.5,36.975
497,jb,20160712,mafd5,ebl1,NA,triphasia,12,0,rota,6,NA,1899-12-31 07:14:00,1899-12-31 07:17:00,NA,NA,NA,NA,f,2,1899-12-31 08:26:00,passed,NA,mafd,1.5,71.975
